timestamp,event_type,source,severity_level,anomaly_label
2024-08-04 01:30:16,user_creation,system,high,0
2024-08-18 11:39:37,user_creation,application,high,0
2024-08-16 02:38:23,process_start,user,high,0
2024-08-09 14:29:19,file_modification,system,low,0
2024-08-06 13:45:25,file_modification,system,high,0
2024-08-10 01:10:51,file_modification,application,high,0
2024-08-18 05:18:42,file_modification,system,high,0
2024-08-25 02:53:49,user_creation,user,medium,0
2024-08-05 14:37:32,process_start,user,low,0
2024-08-07 13:46:37,file_modification,user,low,0
2024-08-02 20:57:35,file_modification,user,low,0
2024-08-24 08:07:11,user_creation,user,medium,0
2024-08-01 07:43:58,process_start,user,high,0
2024-08-04 08:56:52,file_modification,system,low,0
2024-08-21 15:21:32,user_creation,user,medium,0
2024-08-10 08:22:47,process_start,application,high,0
2024-08-30 04:18:01,file_modification,application,medium,0
2024-08-22 10:39:15,file_modification,user,medium,0
2024-08-09 15:05:14,user_creation,application,medium,0
2024-08-15 14:17:06,process_start,system,high,0
2024-08-20 04:18:23,user_creation,user,high,0
2024-08-25 22:13:30,user_creation,application,high,0
2024-08-19 16:13:38,file_modification,application,high,0
2024-08-24 20:36:49,file_modification,system,high,0
2024-08-27 23:06:58,process_start,user,medium,0
2024-08-06 09:47:56,process_start,user,medium,0
2024-08-14 19:19:23,process_start,system,high,0
2024-08-18 23:40:14,process_start,system,low,0
2024-08-22 11:17:06,file_modification,system,high,0
2024-08-19 04:57:39,user_creation,application,medium,0
2024-08-04 11:37:12,user_creation,application,high,0
2024-08-27 05:58:20,process_start,user,high,0
2024-08-13 13:53:59,user_creation,system,high,0
2024-08-13 00:43:55,file_modification,application,low,0
2024-08-06 11:49:15,process_start,user,medium,0
2024-08-14 05:52:21,file_modification,application,high,0
2024-08-27 07:27:09,file_modification,application,medium,0
2024-08-24 13:31:06,file_modification,user,medium,0
2024-08-11 09:09:37,user_creation,system,low,0
2024-08-21 17:59:37,process_start,system,low,0
2024-08-03 12:17:42,file_modification,application,low,0
2024-08-19 06:35:33,user_creation,application,high,0
2024-08-18 03:41:10,user_creation,application,high,0
2024-08-08 12:29:31,process_start,user,low,0
2024-08-21 06:48:52,file_modification,system,medium,0
2024-08-02 13:35:29,user_creation,system,low,0
2024-08-10 20:32:59,process_start,user,high,0
2024-08-01 14:25:44,user_creation,application,low,0
2024-08-17 05:30:53,file_modification,user,high,0
2024-08-24 14:14:21,user_creation,system,medium,0
2024-08-03 18:16:50,process_start,application,high,0
2024-08-25 06:38:22,file_modification,user,low,0
2024-08-26 07:02:35,user_creation,user,high,0
2024-08-18 11:03:26,user_creation,user,high,0
2024-08-19 00:11:32,process_start,user,medium,0
2024-08-30 02:48:46,file_modification,system,high,0
2024-08-03 18:35:17,process_start,user,high,0
2024-08-08 13:21:25,process_start,user,low,0
2024-08-19 15:53:37,user_creation,user,medium,0
2024-08-22 20:57:45,file_modification,application,high,0
2024-08-21 13:28:14,process_start,application,low,0
2024-08-13 16:13:40,user_creation,system,high,0
2024-08-17 20:33:26,process_start,system,low,0
2024-08-25 04:45:43,process_start,user,high,0
2024-08-09 12:15:14,user_creation,system,high,0
2024-08-26 08:21:51,file_modification,user,high,0
2024-08-28 15:51:18,file_modification,system,medium,0
2024-08-28 20:35:34,process_start,system,low,0
2024-08-16 07:16:34,user_creation,user,high,0
2024-08-14 06:44:37,user_creation,system,low,0
2024-08-22 11:02:54,file_modification,user,high,0
2024-08-19 09:31:39,process_start,user,low,0
2024-08-05 21:27:28,user_creation,system,high,0
2024-08-15 01:05:57,file_modification,system,low,0
2024-08-13 19:26:06,process_start,application,low,0
2024-08-23 18:37:58,file_modification,application,low,0
2024-08-08 13:09:40,file_modification,application,medium,0
2024-08-26 15:21:41,process_start,system,medium,0
2024-08-24 21:38:52,file_modification,user,low,0
2024-08-15 10:04:00,file_modification,system,medium,0
2024-08-10 21:55:26,process_start,system,medium,0
2024-08-11 21:31:28,process_start,system,low,0
2024-08-13 10:20:59,file_modification,user,high,0
2024-08-18 14:43:04,process_start,application,low,0
2024-08-06 17:30:13,file_modification,application,high,0
2024-08-06 14:03:49,user_creation,system,low,0
2024-08-22 18:04:21,user_creation,user,low,0
2024-08-04 07:56:51,process_start,user,high,0
2024-08-15 10:45:16,file_modification,application,low,0
2024-08-21 06:13:03,process_start,user,high,0
2024-08-07 23:47:05,file_modification,application,low,1
2024-08-01 09:43:50,user_creation,system,low,0
2024-08-26 15:39:27,process_start,system,medium,0
2024-08-14 12:58:58,process_start,application,high,0
2024-08-22 21:54:27,process_start,application,high,0
2024-08-25 23:03:51,file_modification,application,medium,0
2024-08-03 16:29:53,file_modification,system,medium,0
2024-08-27 15:05:55,file_modification,system,high,0
2024-08-25 11:25:18,user_creation,user,low,0
2024-08-07 21:13:50,user_creation,system,medium,0
2024-08-29 13:01:29,process_start,application,low,0
2024-08-06 20:02:34,user_creation,user,low,0
2024-08-21 19:06:22,process_start,application,medium,0
2024-08-01 12:10:15,file_modification,user,low,0
2024-08-09 10:40:07,file_modification,system,medium,0
2024-08-19 06:25:40,user_creation,application,medium,0
2024-08-21 01:35:17,file_modification,user,medium,0
2024-08-08 15:04:51,process_start,system,low,0
2024-08-05 14:08:35,process_start,user,low,1
2024-08-11 09:11:42,file_modification,system,low,0
2024-08-04 00:25:29,process_start,system,medium,0
2024-08-23 07:30:12,file_modification,system,medium,0
2024-08-13 05:51:21,file_modification,application,medium,0
2024-08-27 04:38:11,file_modification,user,medium,0
2024-08-22 02:11:50,user_creation,application,high,0
2024-08-06 05:58:45,user_creation,user,high,0
2024-08-12 23:05:40,file_modification,user,high,0
2024-08-30 20:29:52,process_start,application,low,0
2024-08-19 20:46:06,user_creation,application,low,0
2024-08-03 15:23:54,user_creation,application,low,0
2024-08-25 12:13:27,process_start,user,medium,0
2024-08-06 07:07:13,user_creation,system,low,0
2024-08-02 22:02:52,file_modification,application,medium,0
2024-08-14 10:43:53,user_creation,system,low,0
2024-08-06 03:20:29,process_start,user,low,0
2024-08-08 16:44:56,process_start,application,high,0
2024-08-23 09:31:38,process_start,system,low,0
2024-08-02 12:02:35,process_start,user,high,0
2024-08-15 22:11:20,file_modification,user,low,0
2024-08-04 17:45:02,file_modification,user,high,0
2024-08-17 02:28:15,process_start,system,high,1
2024-08-05 09:32:43,user_creation,application,medium,1
2024-08-13 19:20:26,user_creation,system,low,0
2024-08-19 14:21:54,user_creation,application,low,0
2024-08-22 12:09:35,file_modification,user,medium,0
2024-08-14 11:21:33,file_modification,user,high,0
2024-08-28 10:01:07,user_creation,system,low,0
2024-08-23 23:48:27,user_creation,user,high,0
2024-08-17 23:33:12,file_modification,application,medium,0
2024-08-26 20:51:07,file_modification,application,high,0
2024-08-27 21:34:51,user_creation,application,low,0
2024-08-17 13:12:11,file_modification,user,low,1
2024-08-20 11:04:57,user_creation,user,medium,0
2024-08-09 12:35:43,file_modification,system,high,0
2024-08-30 13:08:26,user_creation,user,low,0
2024-08-21 12:56:37,process_start,user,high,0
2024-08-29 14:42:24,file_modification,system,high,0
2024-08-18 15:35:41,user_creation,application,medium,0
2024-08-04 09:31:22,file_modification,application,medium,0
2024-08-21 11:12:57,file_modification,application,medium,0
2024-08-08 22:36:50,file_modification,application,low,0
2024-08-21 17:39:47,process_start,user,high,0
2024-08-11 10:59:13,file_modification,user,medium,0
2024-08-17 13:42:55,process_start,user,high,0
2024-08-02 16:38:20,process_start,application,low,0
2024-08-25 01:53:51,process_start,user,medium,0
2024-08-21 08:49:12,user_creation,user,high,0
2024-08-05 17:26:38,user_creation,application,medium,0
2024-08-06 14:44:18,file_modification,user,high,0
2024-08-22 19:33:06,user_creation,application,high,0
2024-08-03 13:00:15,file_modification,application,low,0
2024-08-01 09:15:35,process_start,user,medium,0
2024-08-27 22:43:57,process_start,system,low,0
2024-08-21 17:30:27,file_modification,system,low,0
2024-08-26 11:55:25,file_modification,system,high,0
2024-08-30 20:25:27,user_creation,system,medium,0
2024-08-05 21:00:57,file_modification,user,medium,0
2024-08-18 02:23:10,process_start,application,high,0
2024-08-23 09:56:47,file_modification,user,high,0
2024-08-27 23:15:03,file_modification,system,high,0
2024-08-06 07:29:48,file_modification,system,medium,0
2024-08-12 17:21:03,user_creation,system,low,0
2024-08-07 19:42:03,process_start,application,low,0
2024-08-10 19:24:22,process_start,user,medium,0
2024-08-02 06:54:22,process_start,application,high,0
2024-08-24 09:42:58,user_creation,system,low,0
2024-08-04 04:21:14,process_start,application,medium,0
2024-08-02 15:32:19,process_start,user,high,0
2024-08-29 01:28:06,file_modification,system,low,0
2024-08-07 19:47:22,process_start,application,low,0
2024-08-14 02:45:30,user_creation,user,high,0
2024-08-19 01:20:32,file_modification,user,medium,1
2024-08-17 23:42:55,user_creation,application,high,0
2024-08-06 14:54:23,file_modification,user,medium,0
2024-08-08 07:51:42,user_creation,system,medium,0
2024-08-22 20:58:16,user_creation,system,medium,0
2024-08-26 18:21:32,file_modification,system,low,0
2024-08-01 13:01:03,user_creation,application,medium,0
2024-08-05 03:41:03,file_modification,system,low,0
2024-08-28 10:07:51,file_modification,system,high,0
2024-08-10 16:31:23,process_start,user,high,0
2024-08-02 19:57:07,process_start,user,high,0
2024-08-16 23:22:49,file_modification,system,high,0
2024-08-17 23:33:36,process_start,application,medium,0
2024-08-20 18:15:55,user_creation,application,low,0
2024-08-08 22:40:28,process_start,application,medium,1
2024-08-01 00:03:20,file_modification,system,low,0
2024-08-29 19:34:30,process_start,user,high,0
2024-08-03 05:06:31,user_creation,system,medium,0
2024-08-26 19:29:47,process_start,user,medium,0
2024-08-08 13:02:28,process_start,user,low,0
2024-08-29 22:00:30,user_creation,system,low,0
2024-08-28 20:26:33,user_creation,application,medium,0
2024-08-01 18:54:38,file_modification,user,low,0
2024-08-12 04:01:25,user_creation,application,high,0
2024-08-29 03:20:23,file_modification,user,high,0
2024-08-18 20:25:40,file_modification,application,high,0
2024-08-30 10:29:53,file_modification,application,low,0
2024-08-29 06:45:50,user_creation,application,medium,0
2024-08-08 09:59:28,user_creation,system,low,0
2024-08-23 12:22:40,user_creation,user,high,0
2024-08-19 03:40:49,process_start,user,low,0
2024-08-13 07:59:08,user_creation,application,low,0
2024-08-21 15:12:02,process_start,application,high,0
2024-08-13 01:43:27,process_start,user,low,1
2024-08-08 23:50:49,process_start,application,high,0
2024-08-07 07:07:39,process_start,user,low,0
2024-08-10 17:27:56,file_modification,application,high,0
2024-08-05 06:02:42,file_modification,user,high,0
2024-08-20 14:08:49,user_creation,user,low,0
2024-08-19 17:25:38,file_modification,system,low,0
2024-08-18 12:25:34,file_modification,system,high,0
2024-08-21 10:13:28,file_modification,application,high,0
2024-08-07 10:29:18,user_creation,system,high,0
2024-08-26 05:17:16,user_creation,application,high,0
2024-08-23 10:35:14,file_modification,user,low,0
2024-08-04 13:11:08,file_modification,system,low,0
2024-08-08 03:43:28,user_creation,user,low,0
2024-08-30 00:00:03,process_start,application,high,0
2024-08-27 10:59:07,process_start,system,low,0
2024-08-25 22:15:40,process_start,application,high,0
2024-08-01 15:51:02,process_start,application,high,0
2024-08-28 01:38:22,user_creation,user,medium,0
2024-08-20 15:38:04,file_modification,system,high,0
2024-08-14 20:16:52,user_creation,system,high,0
2024-08-24 20:34:39,file_modification,application,low,0
2024-08-14 20:19:02,process_start,user,medium,0
2024-08-04 19:49:55,file_modification,application,medium,0
2024-08-03 09:30:43,process_start,user,medium,0
2024-08-14 18:12:38,process_start,user,low,0
2024-08-25 06:09:35,user_creation,application,high,0
2024-08-09 02:34:55,file_modification,application,high,0
2024-08-13 16:39:12,user_creation,user,low,0
2024-08-11 23:18:56,file_modification,user,low,0
2024-08-22 19:58:09,file_modification,user,medium,0
2024-08-22 22:14:10,file_modification,application,medium,0
2024-08-02 00:07:56,user_creation,application,medium,0
2024-08-20 11:02:14,file_modification,user,medium,0
2024-08-06 14:49:08,user_creation,user,high,0
2024-08-22 09:46:26,file_modification,system,low,0
2024-08-12 06:11:51,process_start,user,medium,0
2024-08-27 19:10:41,file_modification,system,medium,0
2024-08-12 07:32:07,user_creation,user,high,0
2024-08-12 15:04:51,user_creation,user,high,0
2024-08-08 20:02:32,process_start,system,low,0
2024-08-03 01:05:44,process_start,user,low,0
2024-08-25 12:56:45,process_start,user,medium,0
2024-08-07 09:57:18,process_start,application,high,0
2024-08-13 22:11:19,user_creation,system,low,0
2024-08-16 10:35:48,user_creation,application,low,0
2024-08-26 23:07:07,file_modification,system,medium,0
2024-08-03 17:36:55,process_start,user,low,0
2024-08-02 17:17:06,process_start,application,medium,0
2024-08-29 02:43:18,file_modification,user,medium,0
2024-08-29 00:22:07,file_modification,system,medium,0
2024-08-09 04:30:34,user_creation,application,high,0
2024-08-04 05:33:24,file_modification,user,high,0
2024-08-20 11:09:38,file_modification,application,medium,0
2024-08-26 00:23:38,user_creation,user,high,0
2024-08-08 02:51:02,user_creation,user,medium,0
2024-08-25 16:12:02,user_creation,application,high,0
2024-08-04 17:42:53,process_start,user,low,0
2024-08-03 13:57:09,process_start,user,high,0
2024-08-28 10:38:15,user_creation,system,medium,0
2024-08-10 22:31:06,file_modification,user,medium,0
2024-08-05 17:44:45,user_creation,system,high,0
2024-08-17 23:02:58,user_creation,user,medium,0
2024-08-30 01:56:40,process_start,user,high,0
2024-08-25 07:05:22,file_modification,user,high,0
2024-08-23 20:37:51,file_modification,user,low,0
2024-08-24 01:54:19,user_creation,application,low,0
2024-08-24 12:45:20,process_start,application,low,0
2024-08-11 03:39:01,user_creation,system,high,0
2024-08-18 22:47:18,process_start,user,low,0
2024-08-29 10:29:32,user_creation,system,high,1
2024-08-13 20:27:32,file_modification,user,medium,0
2024-08-01 18:03:01,user_creation,system,low,0
2024-08-19 02:10:01,user_creation,system,medium,0
2024-08-21 10:08:34,process_start,application,high,0
2024-08-25 22:42:29,file_modification,system,medium,0
2024-08-01 17:18:20,file_modification,application,high,1
2024-08-09 17:24:15,process_start,user,high,0
2024-08-13 14:34:06,user_creation,application,low,0
2024-08-26 09:11:03,process_start,user,low,0
2024-08-28 09:40:08,file_modification,application,low,0
2024-08-09 22:14:45,process_start,application,low,0
2024-08-25 03:50:28,user_creation,application,low,0
2024-08-20 06:19:31,user_creation,user,medium,0
2024-08-25 23:05:54,process_start,system,medium,0
2024-08-23 22:01:57,process_start,application,medium,0
2024-08-24 15:46:14,user_creation,system,high,0
2024-08-05 00:18:42,file_modification,system,high,0
2024-08-26 00:45:28,file_modification,application,low,0
2024-08-09 21:40:39,file_modification,application,medium,0
2024-08-13 23:29:05,user_creation,user,high,0
2024-08-21 23:43:40,file_modification,application,low,0
2024-08-14 15:30:52,process_start,application,low,0
2024-08-17 07:00:47,user_creation,user,medium,1
2024-08-18 05:27:10,file_modification,system,high,0
2024-08-13 19:43:01,file_modification,application,low,0
2024-08-17 18:25:35,process_start,user,low,0
2024-08-14 13:07:24,user_creation,application,low,0
2024-08-03 22:44:18,user_creation,system,high,1
2024-08-27 07:29:12,process_start,application,medium,0
2024-08-08 04:26:04,process_start,application,high,0
2024-08-27 03:36:09,process_start,application,low,0
2024-08-25 19:27:46,process_start,system,low,0
2024-08-01 14:56:35,process_start,user,high,0
2024-08-05 07:42:35,file_modification,user,low,0
2024-08-26 17:32:02,file_modification,user,high,0
2024-08-04 20:53:56,user_creation,system,high,0
2024-08-02 06:39:12,process_start,user,medium,0
2024-08-11 18:14:10,process_start,user,medium,0
2024-08-16 07:39:14,file_modification,application,medium,0
2024-08-28 23:26:57,process_start,system,high,0
2024-08-25 18:11:07,user_creation,system,high,0
2024-08-14 10:36:45,user_creation,user,medium,0
2024-08-18 07:31:42,process_start,application,medium,0
2024-08-07 19:13:08,process_start,application,medium,0
2024-08-15 08:14:37,process_start,application,medium,0
2024-08-17 03:22:05,process_start,system,low,0
2024-08-13 04:07:51,user_creation,application,low,0
2024-08-23 10:33:35,process_start,system,low,0
2024-08-28 06:35:20,user_creation,application,low,0
2024-08-16 13:04:26,file_modification,user,high,0
2024-08-13 03:34:08,user_creation,system,medium,0
2024-08-28 06:19:04,process_start,application,high,0
2024-08-07 05:46:34,user_creation,user,high,0
2024-08-17 05:06:26,process_start,system,medium,0
2024-08-05 14:04:54,process_start,system,low,0
2024-08-03 09:33:48,file_modification,application,low,0
2024-08-07 02:42:56,user_creation,user,low,0
2024-08-08 12:09:20,user_creation,system,medium,0
2024-08-28 16:16:57,file_modification,system,high,0
2024-08-26 06:28:50,process_start,system,medium,0
2024-08-30 01:14:13,file_modification,user,medium,0
2024-08-29 01:51:46,file_modification,application,high,0
2024-08-19 13:07:57,process_start,system,high,0
2024-08-27 09:28:51,file_modification,user,medium,0
2024-08-22 13:50:14,file_modification,application,high,0
2024-08-29 17:32:50,user_creation,application,low,0
2024-08-12 08:40:58,user_creation,application,high,0
2024-08-28 21:45:24,process_start,user,high,0
2024-08-15 09:18:55,user_creation,user,medium,0
2024-08-03 07:48:48,file_modification,system,medium,0
2024-08-07 06:29:02,file_modification,system,medium,0
2024-08-08 12:55:23,process_start,application,low,0
2024-08-18 00:56:04,file_modification,application,high,0
2024-08-30 23:59:28,file_modification,application,low,0
2024-08-13 04:33:08,process_start,system,high,0
2024-08-13 19:47:05,file_modification,system,low,0
2024-08-18 06:03:45,user_creation,system,medium,0
2024-08-22 21:49:03,file_modification,application,high,0
2024-08-15 02:05:00,user_creation,application,high,0
2024-08-06 08:53:55,file_modification,application,low,0
2024-08-19 00:24:04,file_modification,application,high,0
2024-08-11 07:00:54,user_creation,application,medium,0
2024-08-14 16:32:19,user_creation,system,high,0
2024-08-27 22:06:30,process_start,application,high,0
2024-08-02 05:03:16,file_modification,system,medium,0
2024-08-25 20:06:11,user_creation,system,medium,0
2024-08-10 11:16:45,user_creation,system,high,0
2024-08-09 17:11:58,process_start,user,low,0
2024-08-19 04:14:41,process_start,application,high,0
2024-08-29 17:08:56,file_modification,system,high,0
2024-08-06 08:10:47,file_modification,user,medium,0
2024-08-25 12:44:20,process_start,system,low,0
2024-08-03 10:46:59,file_modification,system,medium,0
2024-08-24 23:16:45,process_start,system,medium,1
2024-08-04 02:53:10,process_start,application,low,0
2024-08-03 19:09:50,user_creation,user,low,0
2024-08-02 10:37:52,file_modification,application,low,0
2024-08-07 08:10:01,user_creation,application,medium,0
2024-08-25 22:05:53,process_start,application,medium,0
2024-08-12 22:57:08,file_modification,user,high,0
2024-08-27 11:56:22,user_creation,user,high,0
2024-08-07 10:25:25,file_modification,user,low,0
2024-08-22 10:57:32,file_modification,application,medium,0
2024-08-02 21:16:21,file_modification,system,medium,0
2024-08-09 04:14:28,file_modification,system,high,0
2024-08-17 11:14:15,file_modification,user,high,0
2024-08-11 17:45:06,file_modification,user,low,0
2024-08-15 04:09:10,file_modification,user,high,0
2024-08-29 12:57:34,file_modification,system,low,0
2024-08-07 16:38:54,process_start,system,low,0
2024-08-28 05:14:37,user_creation,user,low,0
2024-08-27 09:43:58,file_modification,user,low,0
2024-08-04 21:23:44,file_modification,system,high,0
2024-08-14 20:29:18,process_start,application,low,0
2024-08-17 19:45:14,file_modification,system,low,0
2024-08-29 16:50:16,file_modification,user,medium,0
2024-08-07 19:30:30,file_modification,system,low,0
2024-08-14 05:48:22,file_modification,user,medium,0
2024-08-21 17:59:55,file_modification,system,high,0
2024-08-08 13:36:14,user_creation,application,high,0
2024-08-05 09:18:52,process_start,user,medium,0
2024-08-28 13:41:05,process_start,application,medium,0
2024-08-15 08:16:45,file_modification,system,medium,0
2024-08-01 23:35:17,process_start,application,low,0
2024-08-27 00:00:36,user_creation,system,medium,0
2024-08-12 01:01:59,user_creation,system,high,0
2024-08-05 20:47:46,process_start,system,low,0
2024-08-14 01:08:21,file_modification,system,low,0
2024-08-03 10:36:07,file_modification,application,low,0
2024-08-26 05:32:26,user_creation,application,high,0
2024-08-21 19:19:38,process_start,application,medium,0
2024-08-29 05:23:17,user_creation,system,low,0
2024-08-05 22:00:12,process_start,user,high,0
2024-08-19 19:02:53,process_start,application,high,0
2024-08-21 08:53:02,file_modification,system,medium,0
2024-08-02 11:16:56,process_start,system,low,0
2024-08-07 06:38:06,file_modification,system,medium,0
2024-08-29 03:50:23,process_start,application,medium,0
2024-08-27 23:56:32,process_start,user,low,0
2024-08-16 23:49:55,user_creation,application,high,0
2024-08-18 14:20:29,file_modification,system,high,0
2024-08-27 15:06:39,user_creation,user,high,0
2024-08-10 12:40:13,file_modification,system,medium,0
2024-08-04 07:32:17,process_start,user,medium,0
2024-08-10 01:24:30,file_modification,user,high,0
2024-08-21 11:30:19,user_creation,user,low,0
2024-08-21 05:38:17,file_modification,system,high,0
2024-08-10 18:46:57,user_creation,system,low,0
2024-08-09 18:53:36,process_start,user,medium,0
2024-08-21 08:20:39,process_start,system,medium,0
2024-08-21 07:11:50,process_start,user,medium,0
2024-08-11 17:29:08,file_modification,user,low,0
2024-08-11 20:28:02,user_creation,system,high,0
2024-08-21 21:06:19,user_creation,user,low,0
2024-08-19 21:09:27,file_modification,user,medium,0
2024-08-08 07:40:31,process_start,application,low,0
2024-08-28 10:22:20,user_creation,application,low,0
2024-08-18 20:29:22,user_creation,application,high,0
2024-08-23 08:30:29,file_modification,user,low,0
2024-08-27 20:17:10,file_modification,user,medium,0
2024-08-06 07:48:55,user_creation,user,medium,0
2024-08-01 10:24:42,file_modification,application,low,0
2024-08-04 23:28:27,process_start,system,medium,0
2024-08-02 11:30:03,process_start,system,high,0
2024-08-14 03:12:07,process_start,application,medium,0
2024-08-16 01:11:16,user_creation,system,medium,0
2024-08-21 16:04:02,process_start,user,low,0
2024-08-30 19:05:34,file_modification,application,high,0
2024-08-06 18:26:50,process_start,application,medium,0
2024-08-23 11:08:02,file_modification,system,low,0
2024-08-29 09:51:01,file_modification,application,low,0
2024-08-07 01:40:48,process_start,user,high,0
2024-08-03 10:17:27,file_modification,system,medium,0
2024-08-07 02:52:46,user_creation,system,medium,0
2024-08-26 09:14:32,file_modification,user,high,0
2024-08-12 11:32:10,user_creation,application,low,0
2024-08-25 02:12:04,process_start,user,low,0
2024-08-13 13:38:45,file_modification,application,high,0
2024-08-26 01:41:07,process_start,system,high,0
2024-08-18 18:00:42,file_modification,user,medium,0
2024-08-05 00:58:57,process_start,application,medium,0
2024-08-08 11:15:36,process_start,application,low,0
2024-08-10 02:53:09,process_start,user,low,0
2024-08-17 08:12:06,user_creation,system,high,0
2024-08-05 09:45:19,process_start,system,low,0
2024-08-19 00:35:41,process_start,system,high,0
2024-08-08 04:20:40,process_start,application,high,0
2024-08-20 23:01:47,user_creation,application,medium,0
2024-08-17 02:05:58,user_creation,system,medium,0
2024-08-23 22:53:00,process_start,application,high,0
2024-08-20 16:11:02,user_creation,user,high,0
2024-08-02 00:01:32,process_start,user,high,0
2024-08-06 09:45:03,user_creation,user,low,0
2024-08-19 10:15:16,user_creation,application,medium,0
2024-08-18 12:08:43,file_modification,user,low,0
2024-08-04 21:06:32,file_modification,application,low,0
2024-08-08 12:06:00,user_creation,user,low,0
2024-08-18 17:44:11,user_creation,system,high,0
