timestamp,source_ip,destination_ip,source_port,destination_port,protocol,bytes_transferred,anomaly_label
2024-08-22 23:27:07,166.145.213.159,38.158.207.159,24624,47659,ICMP,10005,0
2024-08-14 19:25:54,218.44.236.74,58.49.83.219,21311,64587,UDP,8644,0
2024-08-25 00:54:45,175.211.14.248,204.168.160.221,47030,20396,TCP,8933,0
2024-08-23 19:49:19,2.32.180.233,186.183.255.233,27816,36889,ICMP,9661,0
2024-08-25 12:28:22,154.83.70.162,238.207.215.231,65285,4998,ICMP,10416,1
2024-08-20 02:45:08,213.217.156.124,91.162.233.71,1891,49544,ICMP,6002,0
2024-08-24 17:56:33,206.167.154.199,198.113.189.83,46189,6583,UDP,3155,0
2024-08-28 19:50:50,33.70.92.125,132.0.62.48,56563,26543,ICMP,3236,0
2024-08-26 07:26:52,172.197.181.75,135.105.91.19,48787,48593,ICMP,7894,0
2024-08-06 14:20:30,91.238.173.172,168.142.26.12,5097,11314,TCP,12335,0
2024-08-07 10:05:01,43.100.45.84,145.99.160.181,46648,45571,TCP,803,0
2024-08-09 15:36:38,73.2.175.68,108.227.242.5,5715,34611,TCP,6604,0
2024-08-08 16:06:33,144.138.65.255,125.226.96.121,55082,30511,TCP,2502,0
2024-08-04 16:46:16,10.4.254.139,18.190.207.100,44191,25505,UDP,2929,0
2024-08-29 13:54:33,76.237.66.110,27.110.135.226,51857,46034,ICMP,1952,0
2024-08-03 02:29:29,249.7.14.220,109.143.239.110,52817,57815,TCP,4736,0
2024-08-30 07:16:26,254.1.252.102,191.246.92.80,61463,53882,TCP,233,0
2024-08-16 23:27:14,196.199.209.148,217.56.218.84,7914,16845,ICMP,14246,0
2024-08-18 12:53:12,13.3.201.155,112.199.186.99,7498,1403,ICMP,7716,0
2024-08-27 21:24:18,32.156.99.245,136.159.155.141,52044,25026,ICMP,12161,0
2024-08-21 01:40:24,177.84.85.60,105.171.160.112,33737,40566,TCP,4575,0
2024-08-01 17:21:33,245.87.152.254,34.191.116.89,49846,43950,ICMP,9965,0
2024-08-04 04:04:55,210.77.12.18,61.43.103.15,18152,30551,ICMP,3987,0
2024-08-30 06:53:32,143.132.122.111,103.6.83.212,7590,3318,ICMP,1068,0
2024-08-26 07:34:32,60.36.18.189,241.59.162.232,11305,59160,ICMP,3915,0
2024-08-04 21:35:35,38.49.19.2,109.217.14.170,55634,7164,TCP,9033,0
2024-08-26 19:45:39,26.48.218.11,25.147.122.237,3458,37515,TCP,12156,0
2024-08-28 04:34:49,184.228.167.117,198.98.153.100,48519,1210,UDP,14574,0
2024-08-02 10:18:12,127.215.133.141,172.16.233.164,48132,39447,UDP,11604,0
2024-08-09 06:07:41,113.3.91.65,97.30.14.176,27179,12345,TCP,1388,0
2024-08-25 04:02:56,238.30.14.2,233.217.10.86,55074,40685,UDP,476,0
2024-08-26 14:26:32,66.220.189.7,12.122.26.28,64331,4528,TCP,8330,0
2024-08-01 20:09:45,74.251.152.204,40.218.4.171,27210,5009,TCP,408,0
2024-08-07 18:58:18,95.160.97.80,29.159.41.149,46818,41025,UDP,8196,0
2024-08-20 03:31:20,218.244.224.252,176.184.4.228,44085,22948,ICMP,88,0
2024-08-27 01:43:35,201.103.33.47,66.178.228.117,61147,48057,UDP,4395,0
2024-08-04 04:29:16,218.23.41.47,38.144.177.221,13224,28636,UDP,199,0
2024-08-08 01:12:43,111.229.232.116,81.196.164.75,64079,43630,UDP,3185,0
2024-08-21 07:44:42,151.242.169.86,164.251.108.233,14497,37219,UDP,2660,0
2024-08-28 23:45:15,139.92.27.193,38.208.161.132,54894,56353,ICMP,12671,0
2024-08-07 14:29:58,70.148.41.173,78.73.233.213,8733,38555,UDP,13132,0
2024-08-28 17:09:31,196.126.137.241,104.84.96.51,16888,21697,UDP,6156,0
2024-08-14 19:33:08,215.248.160.57,136.95.236.27,33292,36802,TCP,3564,0
2024-08-28 06:27:08,142.115.63.154,126.96.138.44,23530,3539,ICMP,6991,0
2024-08-06 00:54:31,213.173.255.74,250.10.63.247,35778,8974,ICMP,54,0
2024-08-18 18:01:15,244.32.106.153,204.10.188.32,1164,33113,TCP,2857,0
2024-08-09 13:02:27,101.17.254.150,177.175.187.153,39089,47748,ICMP,14640,0
2024-08-24 04:58:28,116.150.94.27,168.170.14.79,51556,56555,ICMP,8598,0
2024-08-26 23:12:14,126.35.221.11,155.46.6.127,33676,37751,UDP,9975,0
2024-08-25 23:29:55,22.142.70.10,58.12.155.13,21003,39357,UDP,6287,0
2024-08-09 06:23:31,189.78.206.229,95.144.1.197,26565,38101,ICMP,7531,0
2024-08-13 19:30:12,190.103.80.228,144.162.250.210,47407,38756,ICMP,9583,0
2024-08-24 13:06:35,40.58.215.205,44.118.99.242,37897,41394,TCP,8949,0
2024-08-24 21:56:18,249.47.149.216,228.154.79.222,28798,13422,ICMP,1343,0
2024-08-04 14:01:09,214.10.32.127,201.156.243.21,7851,31300,ICMP,14188,0
2024-08-17 07:25:57,49.57.30.195,26.105.252.169,12119,11310,TCP,6892,0
2024-08-19 04:18:21,226.174.48.97,32.18.171.59,52432,33279,UDP,13511,0
2024-08-25 00:47:42,194.132.200.172,177.63.226.35,64987,12412,ICMP,6618,0
2024-08-09 23:23:26,14.59.218.148,158.76.18.160,36644,39922,UDP,12395,0
2024-08-28 00:00:28,138.34.146.109,62.3.200.50,25655,44059,UDP,6338,0
2024-08-26 15:42:29,155.233.133.138,248.69.42.159,41114,1058,TCP,11497,0
2024-08-08 14:24:20,8.45.173.43,213.202.76.140,51171,5422,TCP,12577,0
2024-08-08 17:48:23,140.246.26.217,96.9.10.248,49190,63304,UDP,12877,0
2024-08-05 04:37:06,116.186.254.103,24.75.41.132,21501,27059,TCP,1776,0
2024-08-19 20:58:27,109.116.104.230,225.17.225.159,7621,50422,UDP,4631,0
2024-08-21 12:31:15,14.179.163.170,185.254.7.176,34923,57124,UDP,14932,0
2024-08-29 13:59:07,21.243.212.143,24.18.41.107,30863,42660,TCP,14442,0
2024-08-29 11:45:54,173.28.140.158,40.15.88.237,11434,16403,TCP,467,0
2024-08-09 21:05:34,69.231.175.146,187.225.165.120,6579,33238,ICMP,12253,0
2024-08-05 13:23:20,154.221.188.86,75.0.139.46,44480,4089,UDP,10533,0
2024-08-13 07:58:24,181.16.102.97,207.21.4.60,48416,14536,TCP,8978,0
2024-08-27 22:29:40,218.78.89.195,112.142.24.3,48403,52655,UDP,9575,0
2024-08-30 05:41:32,5.105.101.157,36.23.245.120,50885,55958,UDP,1618,0
2024-08-08 10:22:54,106.106.215.253,195.168.18.16,60767,20488,ICMP,6521,0
2024-08-19 01:58:37,9.242.17.86,36.133.182.153,13066,16051,ICMP,14952,0
2024-08-29 22:04:29,171.23.97.252,78.247.26.30,5464,14032,TCP,2054,0
2024-08-08 16:18:40,71.75.24.150,190.12.132.71,18876,7806,UDP,2949,0
2024-08-15 13:09:15,27.154.182.70,112.243.84.82,45931,28510,UDP,6778,0
2024-08-09 09:33:40,75.195.87.178,209.82.46.173,54848,48274,ICMP,69,0
2024-08-28 18:22:09,2.223.79.124,130.155.77.229,57149,11497,ICMP,14467,0
2024-08-11 01:41:44,155.214.156.191,18.249.191.70,50710,3671,ICMP,9795,0
2024-08-18 05:38:57,166.15.73.132,109.69.212.124,32852,19080,ICMP,14447,0
2024-08-22 03:37:07,200.186.108.19,30.240.139.250,26317,19712,UDP,12787,0
2024-08-10 06:30:53,95.83.119.92,193.240.6.53,46433,62104,TCP,9458,0
2024-08-02 06:19:11,60.79.183.37,244.235.123.167,34924,60250,TCP,746,0
2024-08-28 15:19:14,46.84.177.177,244.15.59.51,26105,36317,UDP,7370,0
2024-08-09 02:26:43,38.183.220.230,136.144.168.65,40452,44309,UDP,5424,0
2024-08-18 17:46:25,57.79.214.254,18.10.188.233,10297,10488,ICMP,3551,0
2024-08-04 18:29:18,138.92.3.120,211.138.74.20,18004,27656,UDP,9126,0
2024-08-23 17:08:30,16.104.220.250,90.40.14.171,24202,39704,TCP,11832,0
2024-08-18 08:20:35,250.54.60.200,5.123.216.39,17472,61039,TCP,10734,0
2024-08-05 01:51:01,176.249.104.46,52.69.38.75,64693,63294,TCP,3455,0
2024-08-02 02:20:27,63.50.111.22,81.184.135.116,4005,24490,TCP,12497,0
2024-08-25 02:42:49,106.205.128.219,146.127.197.46,42424,54279,TCP,3950,0
2024-08-13 07:06:00,95.105.78.245,147.239.143.155,25772,40356,UDP,14404,0
2024-08-19 15:37:02,47.179.146.64,121.34.226.209,27587,6207,ICMP,9470,0
2024-08-15 19:34:31,246.252.166.223,93.142.221.8,5937,64279,ICMP,9981,0
2024-08-07 21:29:39,7.168.99.242,227.159.71.77,42067,8751,ICMP,5861,0
2024-08-27 21:34:46,34.149.224.86,90.227.247.172,41416,29438,UDP,14318,0
2024-08-13 09:57:08,189.109.13.19,237.95.51.15,9032,55573,TCP,5504,0
2024-08-13 15:06:57,187.14.83.224,69.125.211.241,5365,39251,TCP,14366,0
2024-08-07 04:25:55,30.44.57.49,6.138.224.102,7763,47909,TCP,2399,0
2024-08-07 07:58:27,140.200.95.177,234.251.28.148,46663,28409,UDP,5812,1
2024-08-21 07:31:32,53.112.135.211,218.181.77.229,36267,41998,UDP,5452,0
2024-08-08 11:17:02,210.247.125.12,227.28.187.189,27628,35334,UDP,5869,0
2024-08-01 05:09:50,104.92.255.226,32.31.49.7,59495,56090,TCP,3380,0
2024-08-14 21:07:06,241.168.24.169,2.100.98.53,37131,8910,ICMP,9344,0
2024-08-13 22:04:21,56.123.183.91,229.123.240.227,54876,43489,TCP,4255,0
2024-08-29 22:26:02,124.186.54.26,6.145.224.44,41488,49907,UDP,7312,0
2024-08-03 10:08:29,238.110.206.108,176.38.183.134,11773,63486,ICMP,3451,1
2024-08-21 17:09:32,55.183.205.10,89.211.19.111,9062,21734,UDP,321,0
2024-08-12 02:06:15,170.104.4.26,131.103.61.35,48264,61200,TCP,2820,0
2024-08-17 08:42:54,57.205.168.225,1.62.226.202,63189,2595,UDP,1196,0
2024-08-25 03:25:19,253.252.128.145,205.67.225.109,43947,10600,TCP,13858,0
2024-08-04 22:55:34,245.253.6.176,91.45.133.133,49091,33652,UDP,9247,0
2024-08-01 00:33:30,190.27.116.124,61.219.85.105,29096,58316,UDP,9327,0
2024-08-25 00:40:57,83.114.247.150,223.103.217.15,48010,35133,UDP,2625,0
2024-08-21 20:34:11,154.250.188.53,132.99.6.223,45324,2684,UDP,11953,0
2024-08-18 08:34:58,68.9.161.57,239.240.201.216,25132,50001,TCP,11790,0
2024-08-17 21:31:34,65.37.130.19,223.63.219.255,30633,63809,TCP,7492,0
2024-08-28 05:41:14,190.163.217.247,55.197.241.219,39580,30588,ICMP,6979,0
2024-08-04 00:12:53,221.16.242.241,160.205.150.10,58000,8377,UDP,10967,0
2024-08-13 09:32:09,11.30.126.105,127.187.70.215,45668,27467,ICMP,10264,0
2024-08-30 05:35:03,137.145.152.44,6.248.101.211,50392,14403,ICMP,9262,0
2024-08-10 09:23:17,134.9.145.90,249.4.159.194,43414,32869,TCP,14161,0
2024-08-17 17:45:51,81.183.41.16,192.212.2.168,29889,30962,TCP,14520,0
2024-08-14 18:03:03,8.150.33.183,216.128.107.76,54195,60362,ICMP,2563,0
2024-08-28 02:36:21,216.169.144.62,211.160.181.72,25163,17060,ICMP,1317,0
2024-08-16 06:42:32,175.168.57.246,27.147.215.175,34418,2792,TCP,4298,0
2024-08-10 18:23:52,98.220.135.31,0.64.2.110,9757,14018,UDP,2871,0
2024-08-08 14:08:23,54.24.211.202,50.179.144.238,16680,54976,TCP,10684,0
2024-08-07 19:39:27,114.23.168.106,29.144.133.213,34840,54273,UDP,10084,0
2024-08-01 15:57:03,32.49.66.109,208.251.39.232,25393,13993,TCP,11494,0
2024-08-06 17:59:25,189.67.210.168,183.220.46.173,42591,49248,TCP,1455,0
2024-08-17 06:01:20,77.171.80.96,232.111.75.60,57938,36200,TCP,14288,0
2024-08-02 18:03:38,107.134.45.248,119.64.225.72,16886,58874,TCP,14884,0
2024-08-20 06:45:57,40.151.18.198,214.152.165.169,35058,35228,ICMP,2849,0
2024-08-19 09:03:11,174.67.156.166,151.101.70.55,58693,38802,ICMP,10579,0
2024-08-14 15:42:19,125.30.219.212,241.170.31.226,3951,7172,UDP,13934,0
2024-08-09 13:36:52,23.60.53.187,29.36.45.81,52584,47239,UDP,5660,0
2024-08-22 22:31:32,125.24.23.252,146.176.110.193,54297,46788,UDP,3371,0
2024-08-06 12:56:36,145.234.85.198,41.134.14.185,6614,24735,ICMP,5794,0
2024-08-30 10:24:04,87.36.110.135,109.158.152.33,9996,3454,UDP,6733,0
2024-08-04 16:34:25,164.182.70.33,17.96.155.34,33081,37389,UDP,11775,0
2024-08-06 04:02:23,188.102.55.90,248.196.150.3,22412,50169,TCP,4765,0
2024-08-15 02:23:38,196.175.66.9,67.199.74.53,56085,44060,TCP,3858,0
2024-08-16 09:11:40,254.223.139.40,98.78.77.8,12446,11207,UDP,6573,0
2024-08-09 12:42:17,253.222.230.254,128.244.61.129,57283,18708,TCP,12888,0
2024-08-20 18:25:25,215.169.199.48,33.71.180.34,4398,21525,ICMP,14475,1
2024-08-27 19:12:03,62.203.32.174,126.97.44.102,1390,4514,UDP,8161,0
2024-08-14 00:52:51,209.112.111.161,178.188.13.87,39068,21032,ICMP,13598,0
2024-08-20 08:06:17,104.163.93.109,171.79.235.150,37088,10237,ICMP,8302,0
2024-08-16 18:57:58,208.28.128.77,24.250.241.187,27013,2264,ICMP,7275,1
2024-08-05 18:49:49,137.15.236.158,126.102.0.123,23354,46757,TCP,7462,0
2024-08-20 03:06:39,30.114.42.160,139.113.167.56,24422,48078,ICMP,4316,1
2024-08-18 20:41:40,255.93.75.127,168.110.127.40,20304,44235,ICMP,4518,1
2024-08-30 18:13:57,245.180.108.138,48.165.171.58,5033,41725,TCP,3424,1
2024-08-01 16:47:22,162.69.242.55,72.104.213.123,20950,48274,UDP,13354,0
2024-08-09 05:44:47,141.238.91.255,126.85.160.149,28320,36226,TCP,14967,0
2024-08-07 00:28:45,235.128.107.3,237.124.165.6,48727,6037,UDP,2916,0
2024-08-06 04:46:01,196.3.249.134,175.233.107.89,62601,44932,TCP,11389,0
2024-08-30 09:58:46,0.0.231.156,193.224.64.54,14502,54705,UDP,5491,0
2024-08-29 11:39:51,116.18.16.177,78.82.81.1,36668,54231,UDP,2216,0
2024-08-14 21:38:56,8.11.22.254,163.17.127.65,34950,24875,TCP,2785,0
2024-08-20 19:42:31,25.119.10.250,202.148.129.121,21807,41734,ICMP,8186,0
2024-08-08 12:42:07,77.154.210.38,80.137.237.80,1728,26940,UDP,1725,0
2024-08-19 07:54:22,199.33.237.33,249.200.101.82,44627,15624,ICMP,10691,0
2024-08-03 15:26:46,195.170.39.138,19.205.83.226,26473,46064,TCP,13731,0
2024-08-10 18:57:24,121.73.67.229,238.73.82.137,48913,28271,UDP,14789,0
2024-08-07 10:57:02,54.136.236.195,53.251.251.198,32600,53438,TCP,3609,0
2024-08-17 09:10:04,241.174.71.222,194.184.236.167,2000,2294,UDP,6359,0
2024-08-07 06:29:03,34.97.33.232,225.37.113.175,60781,19368,TCP,4209,0
2024-08-28 09:21:45,26.52.219.77,81.225.192.150,47724,61843,UDP,9784,0
2024-08-19 15:36:59,149.9.252.92,37.109.101.132,59494,2421,ICMP,10706,1
2024-08-29 05:38:23,184.98.115.237,63.215.154.133,31247,21345,TCP,11029,0
2024-08-30 21:39:46,111.169.226.3,199.149.216.214,48062,10358,UDP,8317,0
2024-08-16 12:13:42,194.197.53.205,95.138.53.4,14767,13955,UDP,1841,0
2024-08-30 19:13:41,250.163.147.90,133.176.197.184,55783,51579,TCP,1659,1
2024-08-21 16:36:42,236.209.126.226,94.158.65.93,19084,31189,UDP,5466,0
2024-08-04 14:04:22,54.227.175.73,152.95.171.59,10586,5735,TCP,10232,0
2024-08-28 09:17:09,1.69.40.222,232.191.43.82,36788,39007,UDP,936,0
2024-08-02 05:15:18,226.1.43.138,241.120.158.226,58653,7693,ICMP,13341,0
2024-08-22 07:57:04,23.108.183.253,254.126.44.225,25624,20357,ICMP,7267,0
2024-08-30 03:38:12,32.66.0.34,42.146.80.87,38503,56916,ICMP,4142,0
2024-08-26 17:35:05,73.233.7.113,36.194.199.23,52180,36806,ICMP,5731,0
2024-08-05 00:46:46,30.131.29.174,223.168.153.45,22330,58073,ICMP,12352,0
2024-08-03 20:25:07,130.184.60.121,232.214.61.253,36336,37267,ICMP,12156,1
2024-08-16 05:58:41,133.58.203.3,97.71.235.110,9370,46629,TCP,4229,1
2024-08-02 00:52:36,136.2.169.28,29.6.244.208,19453,16750,UDP,6952,1
2024-08-23 02:11:55,97.102.219.206,160.226.24.106,42067,55873,TCP,14414,0
2024-08-13 18:11:31,146.219.105.2,144.33.237.188,61994,50795,UDP,13503,0
2024-08-26 16:18:51,28.3.245.75,24.214.200.19,60032,7031,TCP,9820,0
2024-08-23 07:02:03,21.228.16.233,203.243.122.170,3370,23198,UDP,1238,0
2024-08-05 05:42:21,149.104.134.82,210.201.245.190,19756,31517,TCP,6345,0
2024-08-18 01:56:37,159.163.231.173,46.235.116.88,52857,28551,ICMP,12886,0
2024-08-17 12:32:51,138.25.101.158,180.6.139.226,22526,25528,UDP,6032,0
2024-08-02 06:05:19,11.1.183.105,55.237.208.39,30553,9994,UDP,10508,0
2024-08-13 02:53:36,229.173.198.2,252.120.28.83,27348,9213,UDP,9034,0
2024-08-15 00:58:06,230.154.223.2,60.191.220.232,65210,57990,ICMP,6754,0
2024-08-16 01:19:11,105.41.165.53,157.178.211.249,4631,61181,UDP,419,0
2024-08-23 02:31:18,188.16.246.169,54.150.106.45,54898,43786,ICMP,10129,0
2024-08-18 12:44:56,235.22.30.232,206.184.41.141,27440,44596,TCP,6712,0
2024-08-08 02:22:22,213.55.65.137,177.74.207.92,57619,47613,ICMP,14093,0
2024-08-23 09:47:31,152.197.175.184,54.87.81.116,15483,12662,UDP,4645,0
2024-08-14 05:25:46,155.139.195.169,123.106.153.49,43731,40215,ICMP,10622,0
2024-08-10 17:07:20,127.99.14.123,55.1.229.236,15590,19179,ICMP,10992,0
2024-08-05 20:30:06,222.178.2.137,200.44.73.43,20328,60970,TCP,5812,0
2024-08-12 08:52:25,88.111.177.35,65.60.110.34,44114,48665,TCP,14146,0
2024-08-01 01:26:10,59.120.81.22,28.153.2.92,30137,44924,UDP,1656,0
2024-08-12 04:18:41,8.254.221.117,126.129.13.229,1161,33425,UDP,1667,0
2024-08-11 22:26:13,172.13.8.187,218.17.197.37,44150,7029,ICMP,13241,0
2024-08-07 22:16:16,201.182.101.115,134.83.51.142,16190,55159,ICMP,13054,0
2024-08-13 15:04:21,78.215.135.33,174.122.145.135,13150,21201,TCP,7559,0
2024-08-05 15:49:21,140.77.212.207,19.168.124.50,15080,47552,ICMP,377,0
2024-08-20 13:28:50,90.212.111.225,145.225.83.174,59497,59763,TCP,3126,0
2024-08-18 01:13:01,154.124.49.27,140.37.212.123,12251,39968,UDP,1560,0
2024-08-17 09:28:35,81.100.246.166,207.76.146.135,38557,8176,TCP,10167,0
2024-08-20 15:03:15,7.66.207.73,57.228.230.238,45198,13453,TCP,2011,0
2024-08-26 21:56:08,79.248.140.133,183.9.26.174,62984,43530,ICMP,11752,0
2024-08-18 18:43:29,103.0.14.150,156.150.221.40,25334,26382,UDP,1165,0
2024-08-09 20:04:40,215.23.187.226,171.61.47.138,37510,19574,TCP,161,0
2024-08-05 01:32:58,181.33.135.96,6.66.232.237,40900,61732,TCP,14305,0
2024-08-17 05:34:52,17.193.62.75,20.154.207.244,64169,36748,UDP,13749,0
2024-08-26 11:44:45,193.127.62.194,160.205.253.0,56478,59873,ICMP,8146,0
2024-08-28 00:50:14,117.76.9.147,0.103.1.76,40166,56686,TCP,7409,0
2024-08-02 17:57:29,235.250.96.247,128.37.172.62,57149,35136,TCP,9965,0
2024-08-30 16:15:20,176.8.5.14,98.160.39.157,39535,42614,ICMP,8385,0
2024-08-16 21:44:59,120.81.227.50,123.80.20.251,22079,57238,UDP,160,0
2024-08-09 10:37:55,114.80.143.26,66.80.35.207,39898,3801,TCP,3060,0
2024-08-22 15:52:07,69.201.245.172,225.92.183.106,63008,24169,TCP,9344,0
2024-08-14 14:24:29,186.106.247.88,206.65.118.68,48431,45720,TCP,647,0
2024-08-18 07:51:30,10.247.230.247,27.55.59.103,33373,11619,UDP,4136,1
2024-08-01 04:49:35,0.2.55.78,43.116.142.36,54822,33227,TCP,14150,0
2024-08-01 09:32:20,195.159.197.188,156.20.91.50,26840,30010,TCP,514,0
2024-08-22 11:13:01,116.255.135.81,229.20.115.239,1757,43886,TCP,2999,0
2024-08-16 21:56:44,209.238.153.247,181.73.168.49,8620,49355,UDP,11826,0
2024-08-10 10:06:42,244.78.119.98,234.229.24.165,7187,34887,TCP,7068,0
2024-08-24 17:58:37,135.39.111.7,111.132.182.95,3308,15825,ICMP,7069,0
2024-08-15 07:41:50,24.233.60.153,69.208.255.111,48087,51193,ICMP,12322,0
2024-08-08 17:15:06,237.186.206.112,248.165.140.152,56749,9790,ICMP,11316,0
2024-08-20 18:20:53,175.242.85.108,41.133.129.135,28161,64853,TCP,8724,0
2024-08-20 16:41:59,180.11.189.60,91.24.7.18,18226,58102,UDP,14064,0
2024-08-12 14:46:12,71.164.0.28,68.6.194.68,53017,52829,ICMP,1365,0
2024-08-30 17:57:14,158.242.1.52,182.246.4.49,24289,39026,UDP,6266,0
2024-08-29 20:40:22,58.104.38.140,50.48.54.26,6066,28202,UDP,7245,0
2024-08-13 20:17:16,217.153.124.195,132.229.133.97,36159,22517,UDP,1243,0
2024-08-08 02:13:21,82.195.90.138,26.49.248.250,26450,20821,TCP,10453,0
2024-08-21 04:23:34,2.59.130.165,181.50.17.208,36760,38432,UDP,12741,0
2024-08-28 12:23:18,74.119.125.60,59.198.111.53,4146,36767,UDP,11460,0
2024-08-14 05:43:21,101.137.184.129,6.61.77.126,29052,31421,ICMP,12420,0
2024-08-11 22:39:05,122.92.172.58,86.167.18.193,48824,25420,ICMP,7525,1
2024-08-09 03:07:24,67.27.87.89,122.52.250.92,6980,19204,ICMP,10867,0
2024-08-10 18:07:36,162.57.53.207,43.195.217.215,36301,59010,UDP,7968,0
2024-08-03 06:55:40,220.94.77.59,161.191.19.209,35806,31205,ICMP,9760,0
2024-08-17 13:13:08,54.4.137.254,90.18.48.60,34921,47489,TCP,2050,0
2024-08-25 14:53:14,212.46.70.5,5.54.18.179,26546,23875,ICMP,3466,0
2024-08-04 09:28:34,106.207.175.145,127.156.247.118,23951,51373,TCP,7523,0
2024-08-07 03:52:53,199.75.219.25,41.144.245.206,47168,23808,UDP,5179,0
2024-08-26 02:45:49,180.228.242.203,86.244.220.207,38688,27940,ICMP,11601,0
2024-08-27 22:25:36,129.139.135.43,182.140.183.61,58145,51386,TCP,6245,0
2024-08-05 08:33:51,253.119.14.175,174.11.106.146,3061,56707,ICMP,1010,0
2024-08-18 20:05:33,178.200.192.221,188.241.95.198,48019,35925,UDP,4510,0
2024-08-22 16:10:26,201.136.30.165,210.107.107.30,48696,27454,TCP,4434,0
2024-08-20 08:52:57,145.126.103.84,125.128.198.176,46936,63917,ICMP,6595,1
2024-08-12 01:26:12,101.151.58.158,81.232.30.6,44080,50421,TCP,5546,0
2024-08-28 11:43:41,242.216.187.205,13.212.49.135,14094,52122,ICMP,2914,0
2024-08-07 07:09:34,179.117.44.240,248.47.121.135,15342,24801,TCP,2295,0
2024-08-04 01:59:08,16.230.128.65,126.20.177.40,34269,56304,ICMP,277,0
