timestamp,user_id,login_success,accessed_resource,activity_type,anomaly_label
2024-08-10 21:35:56,76,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-18 21:32:24,15,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-01 18:13:58,47,True,/etc/passwd,file_access,1
2024-08-21 23:04:38,20,False,/var/log/system.log,db_query,0
2024-08-08 14:52:07,68,True,/var/log/system.log,db_query,0
2024-08-03 18:04:55,44,False,/var/log/system.log,file_access,0
2024-08-13 12:06:26,30,False,/etc/passwd,db_query,0
2024-08-29 17:37:16,29,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-02 22:57:47,35,True,/var/log/system.log,login,1
2024-08-21 17:46:21,5,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-29 17:05:27,89,True,/etc/passwd,file_access,0
2024-08-22 17:56:48,62,True,/etc/passwd,file_access,0
2024-08-18 12:26:33,69,False,/var/log/system.log,db_query,0
2024-08-26 07:16:48,12,True,/etc/passwd,db_query,0
2024-08-01 16:35:11,35,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-16 00:15:30,19,False,/etc/passwd,db_query,0
2024-08-22 15:01:27,35,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-05 10:14:56,31,True,/var/log/system.log,db_query,0
2024-08-14 14:00:03,10,False,/var/log/system.log,db_query,0
2024-08-16 07:08:30,54,False,/var/log/system.log,file_access,0
2024-08-24 14:16:31,47,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-18 13:36:38,78,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-26 07:29:14,53,True,/etc/passwd,file_access,0
2024-08-20 16:25:17,77,True,/var/log/system.log,db_query,0
2024-08-18 19:37:04,53,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-01 03:44:44,61,False,/etc/passwd,file_access,0
2024-08-14 07:48:12,46,False,/var/log/system.log,file_access,0
2024-08-06 18:20:42,56,True,/etc/passwd,db_query,0
2024-08-17 12:16:16,20,False,/var/log/system.log,file_access,0
2024-08-27 04:13:11,32,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-21 09:37:46,26,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-28 02:51:05,14,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-04 18:55:43,88,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-14 03:45:57,93,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-13 02:30:36,7,False,/var/log/system.log,login,0
2024-08-24 22:16:47,41,False,/var/log/system.log,login,0
2024-08-28 19:45:54,76,False,/var/log/system.log,login,0
2024-08-20 01:02:00,62,False,/etc/passwd,login,0
2024-08-01 07:51:45,63,False,/var/log/system.log,db_query,0
2024-08-09 07:07:39,74,True,/var/log/system.log,db_query,0
2024-08-02 16:51:53,15,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-18 13:07:59,19,True,/etc/passwd,login,0
2024-08-26 19:28:28,97,False,/var/log/system.log,file_access,0
2024-08-30 04:36:46,20,False,/var/log/system.log,file_access,0
2024-08-13 07:40:54,18,True,/etc/passwd,file_access,0
2024-08-29 19:23:48,95,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-24 12:29:04,33,True,/var/log/system.log,file_access,0
2024-08-07 12:49:01,73,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-29 10:36:10,59,False,/etc/passwd,file_access,0
2024-08-07 08:07:40,33,True,/etc/passwd,db_query,0
2024-08-27 00:06:56,99,False,/etc/passwd,login,0
2024-08-11 07:35:50,72,False,/var/log/system.log,login,0
2024-08-08 18:32:28,65,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-07 00:59:05,31,False,/etc/passwd,db_query,0
2024-08-07 01:37:51,82,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-07 02:18:41,36,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-25 11:27:53,99,True,/etc/passwd,file_access,0
2024-08-21 04:04:50,22,True,/etc/passwd,login,0
2024-08-09 10:03:19,27,True,/var/log/system.log,db_query,0
2024-08-14 08:44:45,52,True,/var/log/system.log,db_query,0
2024-08-27 01:04:49,36,False,/var/log/system.log,file_access,0
2024-08-17 00:20:01,82,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-17 14:01:29,27,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-05 10:08:57,53,False,/var/log/system.log,file_access,0
2024-08-18 22:38:27,28,True,/var/log/system.log,db_query,0
2024-08-26 22:04:34,25,False,/var/log/system.log,login,0
2024-08-07 07:15:08,50,True,/etc/passwd,db_query,0
2024-08-22 02:13:50,78,False,/etc/passwd,db_query,0
2024-08-20 02:37:20,96,False,/etc/passwd,db_query,0
2024-08-16 18:29:35,12,True,/var/log/system.log,file_access,0
2024-08-03 19:29:59,62,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-19 20:07:55,63,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-18 01:24:47,15,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-23 09:44:36,55,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-23 17:52:13,98,False,/var/log/system.log,login,0
2024-08-12 17:07:01,75,True,/etc/passwd,file_access,0
2024-08-15 13:24:14,3,True,/var/log/system.log,db_query,0
2024-08-19 20:31:29,17,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-03 07:54:08,95,False,/var/log/system.log,login,0
2024-08-23 18:04:11,36,False,/etc/passwd,db_query,0
2024-08-03 09:29:11,30,False,/etc/passwd,login,1
2024-08-07 04:22:03,51,False,/var/log/system.log,db_query,0
2024-08-19 20:21:33,100,False,/etc/passwd,login,0
2024-08-19 14:23:43,9,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-27 17:52:38,22,False,/var/log/system.log,file_access,0
2024-08-13 16:43:18,8,True,/var/log/system.log,db_query,0
2024-08-08 13:26:23,68,True,/etc/passwd,file_access,0
2024-08-30 18:20:26,44,True,/var/log/system.log,db_query,0
2024-08-18 11:25:23,47,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-22 16:20:11,11,True,/etc/passwd,login,0
2024-08-13 07:28:53,89,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,1
2024-08-03 00:06:53,37,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-23 11:53:47,30,False,/var/log/system.log,login,0
2024-08-12 15:37:04,61,True,/etc/passwd,file_access,0
2024-08-29 04:22:53,50,True,/etc/passwd,db_query,0
2024-08-21 11:17:26,46,True,/etc/passwd,db_query,0
2024-08-21 04:55:20,70,True,/var/log/system.log,login,0
2024-08-03 00:31:41,97,True,/etc/passwd,login,0
2024-08-14 00:53:08,57,True,/etc/passwd,file_access,0
2024-08-16 00:07:29,21,False,/var/log/system.log,login,0
2024-08-05 19:16:20,6,False,/etc/passwd,login,1
2024-08-01 01:13:04,91,False,/var/log/system.log,db_query,0
2024-08-11 03:39:32,72,False,/var/log/system.log,login,0
2024-08-28 19:34:25,82,True,/var/log/system.log,file_access,0
2024-08-16 07:11:18,55,False,/var/log/system.log,file_access,0
2024-08-04 09:54:25,82,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-02 06:07:15,29,False,/var/log/system.log,file_access,0
2024-08-15 06:45:51,6,False,/var/log/system.log,db_query,0
2024-08-17 07:18:10,11,False,/etc/passwd,db_query,0
2024-08-19 19:08:21,39,False,/etc/passwd,db_query,0
2024-08-25 04:43:33,58,True,/etc/passwd,login,0
2024-08-23 13:25:49,14,True,/var/log/system.log,db_query,0
2024-08-25 01:10:40,87,True,/var/log/system.log,file_access,0
2024-08-26 16:36:47,18,False,/var/log/system.log,file_access,0
2024-08-18 06:22:31,39,False,/etc/passwd,login,0
2024-08-16 15:59:41,33,True,/etc/passwd,login,0
2024-08-22 06:22:07,14,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-23 20:35:24,19,True,/etc/passwd,file_access,0
2024-08-20 20:33:49,85,False,/etc/passwd,db_query,0
2024-08-01 17:41:16,65,True,/etc/passwd,file_access,0
2024-08-25 09:00:43,88,False,/etc/passwd,db_query,0
2024-08-24 03:12:10,35,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-25 00:52:02,93,False,/var/log/system.log,login,0
2024-08-09 03:32:15,1,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-07 13:50:15,77,False,/etc/passwd,file_access,0
2024-08-17 11:58:57,84,True,/var/log/system.log,login,0
2024-08-22 10:36:16,46,False,/var/log/system.log,login,0
2024-08-25 04:53:45,2,True,/var/log/system.log,db_query,0
2024-08-25 16:07:29,100,True,/etc/passwd,file_access,0
2024-08-20 06:10:14,69,False,/var/log/system.log,db_query,0
2024-08-07 07:13:05,33,False,/etc/passwd,db_query,0
2024-08-23 15:15:20,66,True,/etc/passwd,login,0
2024-08-07 06:18:01,81,True,/var/log/system.log,db_query,0
2024-08-30 18:58:01,45,False,/var/log/system.log,db_query,0
2024-08-07 08:45:42,79,True,/var/log/system.log,db_query,0
2024-08-25 00:36:29,25,False,/etc/passwd,login,0
2024-08-25 22:07:47,98,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-16 12:38:19,9,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-12 18:18:05,26,False,/etc/passwd,file_access,0
2024-08-27 11:04:36,97,False,/var/log/system.log,db_query,0
2024-08-10 22:05:15,23,True,/etc/passwd,db_query,0
2024-08-18 12:55:56,65,True,/var/log/system.log,db_query,0
2024-08-09 14:48:50,59,False,/var/log/system.log,file_access,0
2024-08-29 21:21:11,20,False,/etc/passwd,login,0
2024-08-14 12:00:40,27,False,/var/log/system.log,file_access,0
2024-08-03 02:11:59,61,True,/etc/passwd,login,0
2024-08-21 00:48:19,6,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-26 23:54:25,20,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-25 16:23:27,88,False,/var/log/system.log,file_access,0
2024-08-11 02:55:45,84,False,/var/log/system.log,login,0
2024-08-30 14:06:24,69,True,/etc/passwd,login,0
2024-08-25 01:28:50,8,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-07 06:18:14,30,True,/var/log/system.log,db_query,0
2024-08-26 07:02:37,34,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-20 04:49:23,84,True,/etc/passwd,db_query,1
2024-08-17 18:39:26,45,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-27 18:13:09,23,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-01 00:25:04,41,False,/etc/passwd,db_query,0
2024-08-03 09:24:19,95,False,/var/log/system.log,file_access,0
2024-08-23 18:14:08,98,False,/etc/passwd,db_query,0
2024-08-26 23:34:29,62,False,/etc/passwd,file_access,0
2024-08-20 13:30:08,26,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-07 05:41:25,16,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-02 14:45:14,48,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-19 21:40:20,72,True,/var/log/system.log,file_access,1
2024-08-03 08:21:07,74,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-28 06:57:18,37,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-07 19:51:56,35,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-11 17:00:15,100,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-17 07:41:55,5,True,/etc/passwd,db_query,0
2024-08-25 14:51:42,55,False,/etc/passwd,db_query,0
2024-08-19 08:05:12,95,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-05 08:37:13,39,True,/var/log/system.log,db_query,0
2024-08-23 16:17:01,4,True,/var/log/system.log,db_query,0
2024-08-04 03:44:06,68,False,/etc/passwd,login,0
2024-08-22 08:51:33,20,True,/etc/passwd,file_access,0
2024-08-30 17:31:42,4,False,/etc/passwd,db_query,0
2024-08-06 00:29:47,54,False,/var/log/system.log,login,1
2024-08-27 03:28:07,11,False,/var/log/system.log,db_query,1
2024-08-07 21:17:44,19,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-29 04:51:30,96,False,/var/log/system.log,login,0
2024-08-30 05:12:28,24,False,/etc/passwd,file_access,0
2024-08-19 15:16:43,79,True,/etc/passwd,login,0
2024-08-01 19:32:20,90,False,/var/log/system.log,login,0
2024-08-08 01:02:58,75,True,/var/log/system.log,file_access,0
2024-08-02 06:51:24,75,False,/var/log/system.log,db_query,0
2024-08-17 07:56:55,41,False,/var/log/system.log,db_query,0
2024-08-13 13:44:06,69,False,/etc/passwd,login,0
2024-08-18 16:35:33,12,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-13 13:27:59,90,True,/var/log/system.log,db_query,0
2024-08-05 21:27:42,2,True,/var/log/system.log,login,0
2024-08-16 02:29:34,37,False,/var/log/system.log,login,0
2024-08-11 17:06:36,7,False,/var/log/system.log,db_query,0
2024-08-10 06:19:24,13,True,/etc/passwd,db_query,0
2024-08-18 15:09:16,47,True,/var/log/system.log,login,0
2024-08-14 11:03:18,26,False,/etc/passwd,db_query,0
2024-08-09 00:47:36,55,False,/var/log/system.log,login,0
2024-08-19 20:41:12,57,False,/etc/passwd,file_access,0
2024-08-11 05:10:19,1,True,/etc/passwd,db_query,0
2024-08-22 01:07:52,3,False,/var/log/system.log,db_query,0
2024-08-01 03:43:52,78,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-17 19:37:52,99,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-21 17:37:20,58,False,/var/log/system.log,db_query,1
2024-08-25 08:56:13,47,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-15 00:42:37,78,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-05 12:18:09,100,True,/etc/passwd,db_query,0
2024-08-17 17:21:27,2,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-13 11:11:48,34,True,/etc/passwd,db_query,0
2024-08-01 17:12:32,17,False,/var/log/system.log,db_query,0
2024-08-12 01:29:25,53,True,/etc/passwd,file_access,0
2024-08-19 15:01:47,19,True,/etc/passwd,login,0
2024-08-14 15:44:57,36,False,/etc/passwd,db_query,0
2024-08-28 20:59:23,70,False,/var/log/system.log,db_query,0
2024-08-02 16:20:49,34,True,/var/log/system.log,login,0
2024-08-29 08:56:04,78,False,/var/log/system.log,db_query,0
2024-08-21 07:10:09,60,True,/var/log/system.log,login,0
2024-08-16 05:14:55,22,False,/etc/passwd,db_query,0
2024-08-30 18:24:51,55,True,/etc/passwd,db_query,1
2024-08-30 09:03:15,73,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-14 02:35:03,24,True,/etc/passwd,db_query,0
2024-08-24 20:06:58,81,True,/var/log/system.log,login,0
2024-08-14 17:11:31,24,False,/var/log/system.log,login,0
2024-08-27 06:38:36,72,True,/var/log/system.log,login,0
2024-08-06 06:26:04,66,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-10 10:17:17,34,True,/etc/passwd,login,0
2024-08-29 05:54:42,72,True,/etc/passwd,login,0
2024-08-19 10:27:19,92,True,/var/log/system.log,login,0
2024-08-08 06:25:16,64,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-01 07:37:09,100,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-08 15:16:24,21,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-12 15:24:21,67,True,/var/log/system.log,login,1
2024-08-23 22:18:25,48,False,/var/log/system.log,db_query,0
2024-08-26 04:47:22,21,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-07 22:27:48,55,True,/var/log/system.log,db_query,0
2024-08-04 08:23:20,24,True,/var/log/system.log,db_query,0
2024-08-14 10:57:02,32,True,/etc/passwd,db_query,0
2024-08-20 06:30:56,96,True,/etc/passwd,db_query,0
2024-08-18 19:41:30,3,False,/var/log/system.log,login,0
2024-08-02 20:30:51,4,False,/var/log/system.log,file_access,0
2024-08-28 04:54:53,88,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-19 10:41:18,18,False,/etc/passwd,db_query,0
2024-08-23 16:19:03,52,True,/var/log/system.log,file_access,0
2024-08-12 08:53:40,65,True,/var/log/system.log,db_query,0
2024-08-05 06:12:57,94,True,/var/log/system.log,db_query,0
2024-08-19 22:22:26,37,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-17 23:30:52,83,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-19 22:16:33,90,False,/etc/passwd,login,0
2024-08-01 08:17:22,52,True,/etc/passwd,db_query,0
2024-08-10 00:47:21,37,False,/etc/passwd,db_query,0
2024-08-23 11:45:07,44,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-18 01:02:11,45,False,/etc/passwd,db_query,0
2024-08-05 00:10:57,49,True,/etc/passwd,db_query,0
2024-08-17 21:02:15,13,False,/etc/passwd,db_query,0
2024-08-05 22:22:07,27,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-27 12:58:20,16,False,/etc/passwd,db_query,0
2024-08-21 12:19:53,67,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-23 16:47:34,14,False,/etc/passwd,login,0
2024-08-06 18:07:24,54,True,/etc/passwd,login,0
2024-08-19 23:34:57,65,True,/etc/passwd,db_query,0
2024-08-24 16:09:55,8,True,/etc/passwd,file_access,0
2024-08-01 04:33:18,96,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-20 23:51:13,49,True,/etc/passwd,file_access,0
2024-08-03 21:30:36,77,False,/var/log/system.log,file_access,0
2024-08-19 14:25:13,37,True,/etc/passwd,db_query,0
2024-08-04 02:23:16,100,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-22 03:56:35,33,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-07 13:42:38,45,False,/etc/passwd,file_access,0
2024-08-18 19:18:46,39,True,/etc/passwd,db_query,0
2024-08-13 18:18:43,22,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-28 23:00:57,20,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-25 04:46:04,43,False,/etc/passwd,login,0
2024-08-15 14:18:13,65,True,/etc/passwd,db_query,0
2024-08-01 13:43:37,8,False,/etc/passwd,login,0
2024-08-07 05:20:32,37,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-17 12:35:00,22,True,/etc/passwd,file_access,0
2024-08-27 12:37:27,57,False,/var/log/system.log,db_query,0
2024-08-25 19:13:27,33,False,/etc/passwd,file_access,0
2024-08-07 23:49:14,46,True,/etc/passwd,login,0
2024-08-10 02:36:32,87,True,/var/log/system.log,file_access,0
2024-08-20 01:52:05,6,False,/var/log/system.log,file_access,0
2024-08-07 14:40:39,45,True,/etc/passwd,login,0
2024-08-24 12:56:05,87,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-28 01:51:04,88,True,/var/log/system.log,db_query,0
2024-08-08 08:01:35,11,True,/var/log/system.log,db_query,0
2024-08-20 17:20:15,51,True,/etc/passwd,login,0
2024-08-04 10:55:59,69,True,/var/log/system.log,file_access,0
2024-08-09 01:37:34,77,True,/etc/passwd,file_access,0
2024-08-19 17:20:20,53,True,/etc/passwd,login,1
2024-08-11 21:19:55,63,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,login,0
2024-08-12 10:38:06,76,True,/var/log/system.log,login,0
2024-08-07 01:21:40,25,True,/var/log/system.log,file_access,0
2024-08-11 02:56:20,82,True,/etc/passwd,db_query,0
2024-08-13 11:03:32,99,False,/var/log/system.log,db_query,0
2024-08-07 15:44:10,9,False,/var/log/system.log,file_access,0
2024-08-22 16:13:03,93,True,/var/log/system.log,file_access,0
2024-08-04 13:31:27,2,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-07 17:23:25,67,False,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-09 14:49:00,46,False,/etc/passwd,file_access,0
2024-08-19 09:01:28,38,True,/var/log/system.log,db_query,0
2024-08-13 02:33:41,11,False,/var/log/system.log,file_access,0
2024-08-15 08:12:58,64,False,/var/log/system.log,login,0
2024-08-10 08:10:08,94,True,/var/log/system.log,db_query,0
2024-08-27 12:00:14,19,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-28 07:27:38,4,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,db_query,0
2024-08-19 00:56:51,23,False,/var/log/system.log,db_query,0
2024-08-25 21:08:20,7,False,/var/log/system.log,db_query,0
2024-08-07 00:13:49,34,True,/var/log/system.log,db_query,0
2024-08-19 10:31:20,1,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-20 07:50:01,37,True,/home/snowish/cybersecurity-ml-anomaly-detection/cybersecurity-ml-anomaly-detection/src,file_access,0
2024-08-25 03:45:14,42,False,/var/log/system.log,file_access,0
2024-08-02 19:34:32,28,False,/etc/passwd,db_query,0
